,BOX_OFFICE,BOX_OFFICE(prob),DATE,HOST_LAMIGO桃猿,HOST_中信兄弟,HOST_富邦悍將,HOST_統一7-ELEVEn獅,CLIENT_LAMIGO桃猿,CLIENT_中信兄弟,CLIENT_富邦悍將,CLIENT_統一7-ELEVEn獅,Fri,Sat,Sun,Thu,Tue,Wed,Previous_CLIENT_HR,Previous_CLIENT_ERR,Previous_HOST_HR,Previous_HOST_ERR,Previous_CLIENT_SCORE,Previous_HOST_SCORE,Previous_TIME,Previous_HOST_H,Previous_HOST_SO,Previous_HOST_SB,Previous_HOST_BB,Previous_CLIENT_H,Previous_CLIENT_SO,Previous_CLIENT_SB,Previous_CLIENT_BB,Stadium
654,6043,0.49736625514403293,2019-08-17,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,8,7,221,7,4,0,1,13,5,3,2,新莊
655,13034,0.6517,2019-08-17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,5,237,11,6,0,3,14,8,0,3,桃園
656,4117,0.33884773662551443,2019-08-18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,9,4,224,8,7,1,1,9,7,3,7,新莊
657,8563,0.42815,2019-08-18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,170,10,5,1,0,5,7,0,1,桃園
658,2811,0.23425,2019-08-20,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,6,189,11,2,1,5,4,8,0,2,台南
659,2859,0.23825,2019-08-21,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,2,7,2,221,6,15,1,3,14,7,1,2,台南
660,3008,0.25066666666666665,2019-08-22,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2,4,212,10,8,1,2,5,10,0,6,台南
661,3840,0.192,2019-08-22,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,7,8,271,12,4,0,6,11,8,1,2,洲際
662,3130,0.313,2019-08-23,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,2,4,6,205,7,9,0,6,10,8,0,2,天母
663,8611,0.43055,2019-08-23,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,2,11,2,194,4,9,0,1,15,4,0,3,洲際
664,4018,0.4018,2019-08-24,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,9,198,11,9,0,2,9,5,0,2,天母
665,9898,0.4949,2019-08-24,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,3,11,268,11,9,0,4,11,6,0,4,洲際
666,7038,0.3519,2019-08-25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,4,183,11,6,0,1,9,2,1,2,洲際
667,4132,0.4132,2019-08-25,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,8,10,210,11,6,1,2,14,5,2,3,天母
668,3427,0.2820576131687243,2019-08-27,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,238,6,12,0,6,8,9,1,1,新莊
669,3479,0.2863374485596708,2019-08-28,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,180,7,3,0,1,7,4,1,2,新莊
670,6458,0.3229,2019-08-28,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,2,0,12,6,218,10,5,2,3,15,6,0,3,澄清湖
671,5559,0.27795,2019-08-29,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,7,0,215,5,10,0,6,11,6,0,1,澄清湖
672,6313,0.31565,2019-08-30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,4,2,177,5,4,0,0,8,8,0,0,桃園
673,6259,0.5151440329218107,2019-08-30,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,4,220,9,8,0,3,6,10,0,4,新莊
674,12100,0.9958847736625515,2019-08-31,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,2,2,8,7,243,14,7,0,3,13,8,1,5,新莊
675,12206,0.6103,2019-08-31,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,1,10,6,275,11,11,0,1,12,5,1,7,桃園
676,6379,0.5250205761316873,2019-09-01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,2,4,5,229,8,5,0,4,10,8,2,2,新莊
677,10034,0.5017,2019-09-01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,3,5,195,6,5,0,2,8,5,0,3,桃園
678,3089,0.25423868312757203,2019-09-03,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,3,11,247,14,3,0,6,9,9,1,3,新莊
679,3278,0.1639,2019-09-04,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,156,5,6,1,1,2,9,1,1,桃園
680,3022,0.24872427983539094,2019-09-04,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,5,6,175,14,4,0,0,10,13,2,0,新莊
681,3572,0.1786,2019-09-06,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,15,14,249,19,1,0,4,14,8,0,3,洲際
682,4128,0.2064,2019-09-06,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,222,12,7,0,2,13,9,0,3,桃園
683,9733,0.48665,2019-09-07,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,11,189,15,11,0,1,8,12,0,2,桃園
684,9716,0.4858,2019-09-07,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,3,7,210,9,7,2,4,11,9,0,1,洲際
685,6118,0.3059,2019-09-08,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,6,3,213,10,3,0,4,12,3,1,1,桃園
686,11541,0.57705,2019-09-08,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,16,3,224,4,8,0,6,19,5,1,2,洲際
687,2589,0.21575,2019-09-10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,11,8,266,16,7,0,3,16,15,0,5,台南
688,3376,0.1688,2019-09-11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0,7,9,226,12,6,1,7,14,6,2,3,洲際
689,2848,0.23733333333333334,2019-09-11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,8,177,17,6,2,2,2,8,0,1,台南
690,4024,0.2012,2019-09-12,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,2,2,9,229,14,7,0,3,7,4,0,3,洲際
691,4740,0.39012345679012345,2019-09-13,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,16,2,205,9,9,0,2,15,6,0,6,新莊
692,5169,0.43075,2019-09-13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,3,9,221,10,2,0,4,9,4,0,3,台南
693,6048,0.49777777777777776,2019-09-14,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,2,1,4,10,11,275,11,7,0,8,13,6,0,5,新莊
694,6168,0.514,2019-09-14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,13,187,15,11,3,1,6,8,0,1,台南
695,7098,0.5915,2019-09-15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3,163,9,5,0,1,7,4,1,1,台南
696,4027,0.331440329218107,2019-09-15,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,3,2,220,11,7,0,2,7,10,2,1,新莊
697,5618,0.46238683127572017,2019-09-17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,6,7,242,9,4,2,5,9,9,1,4,新莊
698,3057,0.15285,2019-09-18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,3,1,161,7,6,0,1,4,10,0,1,桃園
699,12100,0.9958847736625515,2019-09-18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,4,3,215,8,9,0,5,9,7,0,0,新莊
700,3061,0.15305,2019-09-19,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,3,259,4,11,1,5,11,9,1,2,桃園
701,4513,0.371440329218107,2019-09-22,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,3,0,2,6,18,289,23,6,0,6,11,10,1,3,新莊
702,13732,0.6866,2019-09-22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,5,3,199,7,6,0,2,4,15,3,2,桃園
703,4054,0.3336625514403292,2019-09-22,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,2,15,210,14,5,0,4,10,11,1,4,新莊
704,3199,0.15995,2019-09-24,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3,0,4,6,203,8,5,1,2,10,8,0,3,桃園
705,4289,0.21445,2019-09-25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,3,13,7,246,10,8,0,4,17,6,1,1,桃園
706,4658,0.2329,2019-09-25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,1,6,2,244,9,6,0,4,10,9,1,3,洲際
707,4955,0.24775,2019-09-26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,1,7,175,13,4,2,1,5,10,2,3,洲際
708,3119,0.2599166666666667,2019-09-27,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,2,1,2,200,5,11,1,0,6,11,1,2,台南
709,12202,0.6101,2019-09-27,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3,2,12,8,244,9,7,1,3,16,6,1,1,洲際
710,6067,0.5055833333333334,2019-09-28,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1,2,6,1,201,4,8,0,2,9,8,0,2,台南
711,20000,1.0,2019-09-28,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,3,19,3,238,5,11,0,2,14,7,0,7,洲際
712,20223,1.01115,2019-09-29,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,1,1,3,17,5,250,10,6,1,2,18,5,0,4,洲際
713,5698,0.47483333333333333,2019-09-29,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,5,187,8,3,0,2,5,6,0,3,台南
714,15283,0.76415,2019-10-01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,214,5,9,1,1,8,9,0,2,洲際
715,5557,0.27785,2019-10-02,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,3,8,202,11,8,0,3,7,8,0,4,桃園
716,4063,0.33440329218106996,2019-10-03,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,5,3,226,5,8,0,3,9,9,0,4,新莊
717,7825,0.39125,2019-10-04,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,3,4,18,212,17,6,2,6,5,11,0,1,桃園
718,19510,0.9755,2019-10-05,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,4,15,193,14,4,0,5,9,9,0,0,桃園
