"","GAME_NO","DATE","STADIUM","DAY","HOST","CLIENT","CLIENT_HR","CLIENT_ERR","HOST_HR","HOST_ERR","CLIENT_SCORE","HOST_SCORE","TIME","HOST_PA","HOST_AB","HOST_H","HOST_2B","HOST_3B","HOST_TB","HOST_SO","HOST_SB","HOST_CS_1","HOST_SAC","HOST_SF","HOST_BB","HOST_IBB","HOST_HBP","HOST_GIDP","HOST_LOB","HOST_PO","HOST_A","HOST_DP","HOST_TP.1","HOST_E","HOST_CS_2","HOST_PB","CLIENT_PA","CLIENT_AB","CLIENT_H","CLIENT_2B","CLIENT_3B","CLIENT_TB","CLIENT_SO","CLIENT_SB","CLIENT_CS_1","CLIENT_SAC","CLIENT_SF","CLIENT_BB","CLIENT_IBB","CLIENT_HBP","CLIENT_GIDP","CLIENT_LOB","CLIENT_PO","CLIENT_A","CLIENT_DP","CLIENT_TP.1","CLIENT_E","CLIENT_CS_2","CLIENT_PB","HOST_BF","HOST_NP_1","HOST_ER","HOST_AO","HOST_GO","HOST_NBB","HOST_BS","HOST_S","HOST_WP","HOST_BK","HOST_PO.1","HOST_A.1","HOST_DP.1","HOST_TP","HOST_E.1","HOST_PK","CLIENT_BF","CLIENT_NP_1","CLIENT_ER","CLIENT_AO","CLIENT_GO","CLIENT_NBB","CLIENT_BS","CLIENT_S","CLIENT_WP","CLIENT_BK","CLIENT_PO.1","CLIENT_A.1","CLIENT_DP.1","CLIENT_TP","CLIENT_E.1","CLIENT_PK","氣溫(℃)","相對溼度(%)","降水量(mm)","BOX_OFFICE"
"604",124,43652,"桃園","Sat","LAMIGO桃猿","統一7-ELEVEn獅",0,2,1,1,2,12,228,43,33,12,2,0,17,7,0,1,0,2,7,0,1,1,7,0,0,0,0,0,1,0,36,33,7,0,0,7,8,1,0,0,0,3,0,0,1,9,0,0,0,0,0,0,0,38,151,2,12,7,0,0,100,0,0,0,0,0,0,0,0,43,173,12,11,5,0,0,101,3,0,0,0,0,0,0,0,28.91,70.96,0,10123
"605",125,43653,"新莊","Sun","富邦悍將","中信兄弟",0,2,2,0,6,8,237,31,29,12,2,0,20,4,1,1,0,0,1,0,1,1,5,0,0,0,0,0,1,0,39,31,8,3,0,11,8,0,1,0,1,5,0,2,1,6,0,0,0,0,0,1,0,39,158,6,9,7,0,1,85,1,0,0,0,0,0,0,0,39,140,8,9,8,0,0,92,0,0,0,0,0,0,0,0,30.92,61.25,0,9013
"606",126,43653,"桃園","Sun","LAMIGO桃猿","統一7-ELEVEn獅",1,1,1,3,4,2,204,34,30,5,1,0,9,5,0,0,0,0,3,0,1,1,7,0,0,0,0,0,0,0,34,31,5,2,0,10,9,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,39,146,3,9,11,0,0,96,1,0,0,0,0,0,0,0,36,129,2,14,7,0,1,84,0,0,0,0,0,0,0,0,29.23,75.17,0,5313
"607",127,43655,"澄清湖","Tue","統一7-ELEVEn獅","中信兄弟",1,0,2,1,1,9,222,36,32,12,2,0,20,7,1,0,0,0,3,0,1,1,6,0,0,0,0,0,0,0,36,32,5,1,0,9,8,0,0,1,0,1,0,2,0,8,0,0,0,0,0,0,0,36,138,1,12,8,0,0,91,0,0,0,0,0,0,0,0,40,181,9,8,8,0,0,105,2,0,0,0,0,0,0,0,26.22,90.35,1.9,2788
"608",129,43656,"新莊","Wed","富邦悍將","LAMIGO桃猿",3,1,1,0,7,8,245,38,32,13,1,0,17,5,4,0,0,0,5,1,0,1,11,0,0,0,0,0,0,0,43,39,14,1,0,24,3,0,0,0,0,4,0,0,1,8,0,0,0,0,0,0,0,43,171,7,8,14,0,1,109,0,0,0,0,0,0,0,0,47,164,5,6,13,0,0,98,0,0,0,0,0,0,0,0,31.03,60.29,0,3315
"609",128,43657,"澄清湖","Thu","統一7-ELEVEn獅","中信兄弟",3,0,1,1,7,6,230,40,37,11,1,0,15,11,1,1,0,0,2,0,1,1,8,0,0,0,0,0,1,0,41,38,13,1,0,23,8,0,2,1,0,2,0,0,1,4,0,0,0,0,0,2,0,41,142,6,10,8,0,1,92,0,0,0,0,0,0,0,0,44,180,6,6,10,0,1,117,0,0,0,0,0,0,0,0,25.28,90.7,3.37,2689
"610",130,43657,"新莊","Thu","富邦悍將","LAMIGO桃猿",1,0,1,2,3,8,220,33,29,7,5,0,15,9,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,39,35,8,2,0,13,9,1,0,0,0,4,0,0,1,9,0,0,0,0,0,0,0,39,158,3,7,11,0,0,96,0,0,0,0,0,0,0,0,35,155,8,7,7,0,0,95,1,0,0,0,0,0,0,0,29.8,73.21,0.15,3781
"611",131,43658,"台南","Fri","統一7-ELEVEn獅","富邦悍將",0,1,0,2,4,6,233,33,30,10,2,0,12,6,2,1,0,0,3,0,0,0,7,0,0,0,0,0,1,0,30,27,8,1,0,9,7,1,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,42,158,3,5,14,0,0,102,1,0,0,0,0,0,0,0,37,169,6,8,7,0,2,108,1,0,0,0,0,0,0,0,29.52,75.92,0.26,3406
"612",132,43658,"洲際","Fri","中信兄弟","LAMIGO桃猿",0,1,0,1,7,9,248,38,33,12,4,1,18,6,0,0,1,0,3,0,1,2,5,0,0,0,0,0,0,0,46,43,16,0,0,16,9,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,46,173,6,11,7,0,2,106,0,0,0,0,0,0,0,0,38,131,9,7,9,0,1,84,0,0,0,0,0,0,0,0,30.16,79.09,0,3582
"613",134,43659,"洲際","Sat","中信兄弟","LAMIGO桃猿",1,0,3,0,6,10,265,37,33,10,3,0,22,9,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,47,40,16,2,0,21,8,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,49,201,6,10,8,0,0,125,0,0,0,0,0,0,0,0,43,189,10,7,9,0,0,118,0,0,0,0,0,0,0,0,30.86,69.42,0,8019
"614",133,43659,"台南","Sat","統一7-ELEVEn獅","富邦悍將",0,1,1,1,5,1,239,27,24,1,0,0,4,3,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,33,29,6,1,0,7,9,1,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,43,188,3,10,8,0,0,115,0,0,0,0,0,0,0,0,35,156,1,10,13,0,0,86,0,0,0,0,0,0,0,0,29.96,75.04,0.13,4139
"615",136,43660,"洲際","Sun","中信兄弟","LAMIGO桃猿",1,0,2,0,6,4,228,38,36,11,2,0,19,5,0,1,0,0,1,1,0,0,7,0,0,0,0,0,1,0,43,39,14,3,0,20,15,0,0,1,0,2,0,1,0,9,0,0,0,0,0,0,0,43,171,6,5,6,0,0,109,0,0,0,0,0,0,0,0,38,129,4,11,9,0,0,86,1,0,0,0,0,0,0,0,30.57,71.5,0,4704
"616",135,43660,"台南","Sun","統一7-ELEVEn獅","富邦悍將",1,1,1,0,2,1,172,30,29,6,1,0,10,5,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,24,23,8,0,0,8,2,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,34,115,2,10,11,0,0,79,0,0,0,0,0,0,0,0,34,126,1,6,14,0,0,82,0,0,0,0,0,0,0,0,30.22,71.96,0.02,3348
"617",137,43662,"澄清湖","Tue","中信兄弟","富邦悍將",0,0,1,0,1,6,185,34,31,11,0,0,14,6,0,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,32,30,7,3,0,10,8,0,1,0,0,2,0,0,0,7,0,0,0,0,0,1,0,36,140,1,6,11,0,0,89,0,0,0,0,0,0,0,0,34,122,6,9,5,0,0,83,0,0,0,0,0,0,0,0,30.34,71.86,0,5205
"618",138,43663,"澄清湖","Wed","中信兄弟","富邦悍將",0,0,0,1,8,7,286,48,39,10,3,0,13,9,2,0,0,0,7,1,1,1,11,0,0,0,0,0,0,0,42,34,18,3,0,21,1,2,0,3,0,2,3,0,1,13,0,0,0,0,0,0,0,54,174,8,10,14,0,2,108,1,0,0,0,0,0,0,0,48,186,7,13,7,0,1,110,0,0,0,0,0,0,0,0,30.23,73.17,0,8023
"619",139,43663,"台南","Wed","統一7-ELEVEn獅","LAMIGO桃猿",1,1,1,1,4,9,221,37,33,12,2,0,17,11,0,1,0,0,2,0,2,0,4,0,0,0,0,0,1,0,38,34,9,3,0,15,7,0,0,0,0,2,0,2,1,9,0,0,0,0,0,0,0,41,147,4,9,9,0,0,102,0,0,0,0,0,0,0,0,40,160,8,8,4,0,0,101,1,0,0,0,0,0,0,0,30.92,71.62,0,3011
"620",141,43665,"洲際","Fri","中信兄弟","統一7-ELEVEn獅",0,3,0,0,0,4,172,35,33,11,1,0,12,4,1,1,1,0,1,0,0,2,7,0,0,0,0,0,1,0,28,28,3,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,115,0,9,8,0,0,78,0,0,0,0,0,0,0,0,35,128,3,7,12,0,0,85,1,0,0,0,0,0,0,0,29.3,88.43,0.35,4006
"621",142,43665,"桃園","Fri","LAMIGO桃猿","富邦悍將",2,0,2,1,3,11,212,39,35,12,4,0,22,8,0,1,0,0,3,1,0,0,4,0,0,0,0,0,1,0,31,28,8,2,0,13,6,2,0,0,0,3,0,0,1,7,0,0,0,0,0,0,0,44,169,3,10,12,0,0,102,1,0,0,0,0,0,0,0,39,145,11,7,8,0,0,90,0,0,0,0,0,0,0,0,29.46,79.46,0.1,5714
"622",143,43666,"洲際","Sat","中信兄弟","統一7-ELEVEn獅",2,0,2,1,6,10,203,41,34,13,2,0,21,8,0,0,1,1,3,0,2,1,7,0,0,0,0,0,0,0,36,33,10,2,0,18,8,0,1,0,1,1,0,1,0,5,0,0,0,0,0,1,0,38,132,5,10,7,0,0,92,0,0,0,0,0,0,0,0,41,155,10,9,6,0,0,100,0,0,0,0,0,0,0,0,29.21,80.83,0,8102
"623",144,43666,"桃園","Sat","LAMIGO桃猿","富邦悍將",1,1,1,1,3,8,199,37,34,11,3,0,17,6,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,31,29,9,3,0,15,5,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,37,135,3,11,7,0,0,93,0,0,0,0,0,0,0,0,41,134,6,11,7,0,0,87,1,0,0,0,0,0,0,0,30.32,69.83,0,10883
"624",145,43667,"洲際","Sun","中信兄弟","統一7-ELEVEn獅",0,2,3,0,0,16,205,47,38,15,3,0,27,1,0,0,1,1,7,0,0,1,7,0,0,0,0,0,0,0,31,29,4,0,0,4,7,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,33,131,0,8,10,0,0,88,1,0,0,0,0,0,0,0,47,172,15,18,6,0,0,101,0,0,0,0,0,0,0,0,29.78,73.61,0.07,5202
"625",146,43667,"桃園","Sun","LAMIGO桃猿","富邦悍將",0,0,2,3,3,11,244,37,33,14,2,0,22,8,0,0,0,0,3,0,1,1,6,0,0,0,0,0,0,0,42,38,10,2,0,12,8,1,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,45,168,4,10,11,0,0,102,3,0,0,0,0,0,0,0,42,176,11,4,11,0,0,106,0,0,0,0,0,0,0,0,29.08,73.92,0,7617
"626",147,43669,"桃園","Tue","LAMIGO桃猿","中信兄弟",3,2,1,2,20,5,244,30,26,9,0,1,14,4,0,1,0,1,3,0,0,1,6,0,0,0,0,0,1,0,57,49,21,4,0,34,4,0,0,1,0,6,0,1,0,10,0,0,0,0,0,0,0,72,253,21,17,13,0,0,143,0,0,0,0,0,0,0,0,38,142,5,13,8,0,0,90,1,0,0,0,0,0,0,0,27.77,78.96,0.02,5034
"627",148,43670,"桃園","Wed","LAMIGO桃猿","中信兄弟",1,1,4,1,5,12,230,36,36,12,2,2,27,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,43,35,8,0,0,11,8,1,0,0,0,7,0,1,1,11,0,0,0,0,0,0,0,43,166,5,9,10,0,0,99,0,0,0,0,0,0,0,0,42,155,11,6,11,0,0,115,0,0,0,0,0,0,0,0,28.65,75.67,0,5741
"628",149,43670,"新莊","Wed","富邦悍將","統一7-ELEVEn獅",0,0,0,0,0,1,149,27,23,2,0,0,2,4,1,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,29,27,4,1,0,5,7,1,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,33,122,0,14,4,0,0,81,0,0,0,0,0,0,0,0,30,106,1,9,11,0,0,67,0,0,0,0,0,0,0,0,29.03,78.21,0,3182
"629",150,43671,"新莊","Thu","富邦悍將","統一7-ELEVEn獅",1,3,0,2,8,1,189,26,23,4,0,0,4,5,0,0,1,0,2,0,0,1,6,0,0,0,0,0,0,0,36,32,8,2,0,13,12,0,0,0,0,2,1,1,1,5,0,0,0,0,0,0,0,40,153,4,4,11,0,0,105,0,1,0,0,0,0,0,0,36,127,0,9,13,0,0,75,0,0,0,0,0,0,0,0,30.07,70.96,0,3634
"630",151,43676,"桃園","Tue","LAMIGO桃猿","統一7-ELEVEn獅",0,0,0,3,2,3,184,28,28,6,1,0,7,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,34,6,1,0,7,8,2,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,38,165,2,8,12,0,0,104,0,0,0,0,0,0,0,0,29,117,3,5,11,0,0,84,0,0,0,0,0,0,0,0,29.18,82.71,0,4103
"631",152,43677,"桃園","Wed","LAMIGO桃猿","統一7-ELEVEn獅",0,0,1,0,3,7,225,32,27,9,0,0,12,6,0,0,1,0,4,0,0,2,5,0,0,0,0,0,0,0,33,28,9,3,0,12,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,44,166,3,13,7,0,0,109,0,0,0,0,0,0,0,0,36,144,7,9,7,0,0,91,0,0,0,0,0,0,0,0,30.53,73.17,0,4489
"632",153,43677,"新莊","Wed","富邦悍將","中信兄弟",0,1,3,0,2,7,168,28,25,7,0,0,13,7,0,1,0,0,2,1,0,0,5,0,0,0,0,0,1,0,33,31,4,2,0,6,8,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,33,124,2,10,9,0,0,78,0,0,0,0,0,0,0,0,36,126,4,7,8,0,0,88,0,0,0,0,0,0,0,0,31.12,58.71,0,4202
"633",154,43678,"新莊","Thu","富邦悍將","中信兄弟",0,1,0,0,0,5,162,27,26,8,2,0,10,5,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,29,27,3,0,0,3,8,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,29,108,0,10,6,0,0,73,0,0,0,0,0,0,0,0,35,118,2,6,13,0,0,85,0,0,0,0,0,0,0,0,31.3,56.96,0,4845
"634",155,43679,"新莊","Fri","富邦悍將","LAMIGO桃猿",2,1,1,1,14,5,220,34,32,8,1,0,12,10,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,46,43,17,2,1,27,11,1,1,0,0,2,0,1,0,6,0,0,0,0,0,1,0,47,178,13,5,11,0,0,122,1,0,0,0,0,0,0,0,39,154,3,6,10,0,0,102,1,0,0,0,0,0,0,0,30.17,62.29,0,5809
"635",157,43680,"新莊","Sat","富邦悍將","LAMIGO桃猿",2,1,1,1,5,2,199,31,28,3,0,0,3,4,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,36,29,7,1,0,11,6,0,0,3,0,2,1,1,1,7,0,0,0,0,0,0,0,40,139,4,6,12,0,0,89,1,0,0,0,0,0,0,0,42,157,2,11,12,0,0,98,2,0,0,0,0,0,0,0,29.89,64.62,0,6022
"636",158,43680,"台南","Sat","統一7-ELEVEn獅","中信兄弟",2,1,0,2,6,1,213,36,33,8,2,0,10,9,0,0,0,0,2,0,1,0,8,0,0,0,0,0,0,0,40,37,12,2,0,20,3,1,0,0,1,2,0,0,2,7,0,0,0,0,0,0,0,40,151,3,12,11,0,0,100,1,0,0,0,0,0,0,0,36,152,0,12,4,0,0,101,0,0,0,0,0,0,0,0,29.19,73.21,0,5575
"637",156,43681,"台南","Sun","統一7-ELEVEn獅","中信兄弟",2,0,1,1,9,4,246,45,38,15,1,0,19,8,1,0,0,0,4,2,1,3,15,0,0,0,0,0,0,0,40,37,13,4,0,23,8,3,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,40,141,7,10,6,0,0,88,1,0,0,0,0,0,0,0,47,188,4,12,4,0,0,114,1,0,0,0,0,0,0,0,30.24,72.29,0,3138
"638",159,43681,"新莊","Sun","富邦悍將","LAMIGO桃猿",2,1,0,0,3,4,184,30,26,7,2,0,9,6,1,0,0,1,3,0,0,0,7,0,0,0,0,0,0,0,27,27,9,1,0,16,6,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,34,122,3,6,10,0,1,85,1,0,0,0,0,0,0,0,36,143,3,8,9,0,1,85,0,0,0,0,0,0,0,0,30.94,66.46,0,4019
"639",160,43681,"台南","Sun","統一7-ELEVEn獅","中信兄弟",2,2,1,0,4,10,212,36,32,13,2,0,18,7,1,0,0,0,2,0,2,1,5,0,0,0,0,0,0,0,37,34,9,2,0,17,8,1,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,37,146,4,14,4,0,0,93,0,0,0,0,0,0,0,0,40,132,9,8,5,0,0,89,1,0,0,0,0,0,0,0,30.24,72.29,0,4019
"640",161,43683,"洲際","Tue","中信兄弟","LAMIGO桃猿",1,2,1,2,6,12,218,40,34,15,3,0,21,4,0,1,3,1,2,0,0,2,4,0,0,0,0,0,1,0,34,31,6,1,0,10,9,1,0,0,0,1,2,0,2,4,0,0,0,0,0,0,0,38,133,3,3,14,0,0,96,0,0,0,0,0,0,0,0,42,134,6,6,14,0,2,94,2,0,0,0,0,0,0,0,30.51,82.67,0,9108
"641",162,43684,"洲際","Wed","中信兄弟","LAMIGO桃猿",0,0,1,0,3,2,207,31,29,6,1,0,10,9,2,0,0,0,1,0,1,1,5,0,0,0,0,0,0,0,39,31,7,0,0,7,8,0,0,1,0,3,2,2,0,11,0,0,0,0,0,0,0,39,148,3,9,8,0,0,91,0,0,0,0,0,0,0,0,31,135,2,6,8,0,0,88,0,0,0,0,0,0,0,0,30.74,81.43,0.44,3661
"642",163,43684,"花蓮","Wed","統一7-ELEVEn獅","富邦悍將",1,1,0,3,10,5,239,42,38,10,4,0,14,18,1,0,0,0,3,0,1,0,11,0,0,0,0,0,0,0,30,25,7,1,0,8,5,0,1,0,2,2,0,1,0,7,0,0,0,0,0,1,0,44,163,8,11,11,0,0,102,0,0,0,0,0,0,0,0,43,173,2,6,4,0,0,109,1,0,0,0,0,0,0,0,29.34,70.75,0.39,4232
"643",164,43685,"花蓮","Thu","統一7-ELEVEn獅","富邦悍將",2,3,0,1,6,7,235,36,30,10,1,0,11,6,0,0,2,0,4,0,0,0,8,0,0,0,0,0,0,0,33,32,8,1,0,12,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,39,147,4,12,10,0,2,94,0,0,0,0,0,0,0,0,40,137,3,8,10,0,1,83,1,0,0,0,0,0,0,0,29.2,78.33,0.26,4167
"644",166,43686,"花蓮","Fri","統一7-ELEVEn獅","LAMIGO桃猿",2,0,0,1,10,5,257,34,32,10,1,1,13,10,1,0,1,0,1,0,0,2,6,0,0,0,0,0,0,0,43,38,12,1,1,21,12,0,0,0,0,4,0,1,1,6,0,0,0,0,0,0,1,43,187,10,7,7,0,0,126,0,0,0,0,0,0,0,0,40,161,5,6,10,0,0,102,1,0,0,0,0,0,0,0,28.26,86.5,0.19,4630
"645",167,43687,"天母","Sat","中信兄弟","富邦悍將",0,1,1,1,1,8,188,41,33,11,0,0,14,4,0,0,0,1,5,0,2,1,9,0,0,0,0,0,0,0,26,24,5,2,0,7,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,34,135,1,14,7,0,0,86,1,0,0,0,0,0,0,0,41,153,8,12,7,0,0,91,0,1,0,0,0,0,0,0,32.47,62.04,0,9792
"646",168,43687,"花蓮","Sat","統一7-ELEVEn獅","LAMIGO桃猿",4,0,0,0,10,0,209,28,28,6,1,0,7,9,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,40,39,15,4,0,31,6,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,44,174,10,11,8,0,0,113,1,0,0,0,0,0,0,0,31,100,0,6,9,1,0,71,1,0,0,0,0,0,0,0,30.62,74.96,0,5077
"647",165,43688,"天母","Sun","中信兄弟","富邦悍將",0,1,4,0,0,5,149,33,30,8,1,0,21,7,1,1,1,1,0,0,1,0,4,0,0,0,0,0,1,0,24,23,2,0,0,2,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,30,123,0,10,9,0,0,81,0,0,0,0,0,0,0,0,33,108,5,8,8,0,0,77,0,0,0,0,0,0,0,0,32.11,64.71,0,5088
"648",169,43688,"天母","Sun","中信兄弟","富邦悍將",1,0,0,1,8,1,194,35,34,10,0,0,10,3,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,42,38,14,3,0,20,3,1,0,0,0,4,0,0,1,11,0,0,0,0,0,0,0,47,171,6,13,11,0,0,109,2,0,0,0,0,0,0,0,35,112,1,13,9,0,0,70,1,0,0,0,0,0,0,0,32.11,64.71,0,10000
"649",170,43688,"花蓮","Sun","統一7-ELEVEn獅","LAMIGO桃猿",4,3,5,1,8,19,248,53,47,22,3,0,40,7,3,0,0,0,4,0,2,0,10,0,0,0,0,0,0,0,42,40,15,4,0,31,4,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,0,44,151,8,8,14,0,0,103,0,0,0,0,0,0,0,0,59,229,17,9,10,0,0,143,3,0,0,0,0,0,0,0,30.67,72.33,0,4732
"650",171,43690,"花蓮","Tue","中信兄弟","統一7-ELEVEn獅",0,1,2,1,2,5,183,33,29,7,1,0,14,7,0,0,1,1,2,0,0,2,4,0,0,0,0,0,0,0,35,34,10,2,0,12,9,0,1,0,0,0,1,0,1,7,0,0,0,0,0,1,1,39,127,1,9,8,0,0,86,1,0,0,0,0,0,0,0,33,122,5,8,9,0,0,79,1,0,0,0,0,0,0,0,29.83,77,0,4721
"651",172,43691,"花蓮","Wed","中信兄弟","統一7-ELEVEn獅",2,0,2,1,4,7,216,39,36,13,3,1,24,11,1,1,0,0,2,0,1,0,8,0,0,0,0,0,1,0,40,37,11,2,1,18,8,0,0,0,0,1,0,2,0,10,0,0,0,0,0,0,0,41,146,4,9,9,0,0,96,0,0,0,0,0,0,0,0,39,142,7,6,6,0,0,93,0,0,0,0,0,0,0,0,30.12,74.88,0,5000
"652",173,43691,"桃園","Wed","LAMIGO桃猿","富邦悍將",1,0,1,0,7,11,221,35,30,14,3,1,22,5,2,0,0,2,2,0,1,0,9,0,0,0,0,0,0,0,32,29,8,2,1,15,9,1,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,40,149,7,8,7,0,0,98,0,0,0,0,0,0,0,0,44,158,11,12,5,0,0,110,0,0,0,0,0,0,0,0,29.34,78.5,0,5075
"653",174,43692,"桃園","Thu","LAMIGO桃猿","富邦悍將",2,0,1,1,5,7,202,34,27,6,0,0,9,7,0,0,2,0,1,2,2,0,3,0,0,0,0,0,0,0,37,33,12,1,0,19,5,1,0,2,0,2,0,0,0,8,0,0,0,0,0,0,0,44,174,4,11,10,0,1,112,1,0,0,0,0,0,0,0,35,113,7,7,8,0,0,80,0,0,0,0,0,0,0,0,29.49,72.12,0,4273
"654",176,43693,"新莊","Fri","富邦悍將","統一7-ELEVEn獅",1,1,0,0,4,3,179,27,25,6,2,0,8,5,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,31,28,6,1,0,10,8,0,1,0,1,1,0,1,0,3,0,0,0,0,0,1,0,35,147,4,7,9,0,2,93,1,0,0,0,0,0,0,0,34,123,3,8,10,0,0,84,0,0,0,0,0,0,0,0,30.32,64.08,0,4005
"655",175,43693,"桃園","Fri","LAMIGO桃猿","中信兄弟",0,2,1,1,1,5,237,39,35,11,1,0,15,6,0,0,1,0,3,0,0,0,11,0,0,0,0,0,0,0,45,41,14,3,0,17,8,0,0,0,0,3,0,1,1,17,0,0,0,0,0,0,0,45,164,1,13,6,0,0,109,1,0,0,0,0,0,0,0,40,136,2,10,9,0,0,91,0,0,0,0,0,0,0,0,28.65,75.83,0.23,13617
"656",177,43694,"桃園","Sat","LAMIGO桃猿","中信兄弟",1,1,0,1,8,7,221,36,32,7,2,0,9,4,0,0,1,0,1,2,0,1,3,0,0,0,0,0,0,0,42,38,13,4,0,20,5,3,0,2,0,2,0,0,0,7,0,0,0,0,0,0,0,43,146,7,7,15,0,1,94,0,0,0,0,0,0,0,0,37,114,5,9,13,0,1,77,0,0,0,0,0,0,0,0,29.43,72.88,0,13034
"657",178,43694,"新莊","Sat","富邦悍將","統一7-ELEVEn獅",0,0,0,1,1,3,170,29,29,10,1,0,11,5,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,30,29,5,2,0,7,7,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,34,112,1,10,9,0,0,80,0,0,0,0,0,0,0,0,33,123,3,8,8,0,0,85,0,0,0,0,0,0,0,0,31,61.46,0,6043
"658",179,43695,"桃園","Sun","LAMIGO桃猿","中信兄弟",1,0,1,1,9,4,224,33,32,8,1,2,16,7,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,44,36,9,1,0,13,7,3,0,0,0,7,0,1,0,8,0,0,0,0,0,0,0,54,221,12,15,8,0,0,123,0,0,0,0,0,0,0,0,35,136,4,9,10,0,0,89,0,0,0,0,0,0,0,0,28.28,78.54,0.08,8563
"659",180,43695,"新莊","Sun","富邦悍將","統一7-ELEVEn獅",0,0,0,1,2,6,189,39,29,11,2,0,13,2,1,0,2,1,5,0,2,3,9,0,0,0,0,0,0,0,34,30,4,1,0,5,8,0,0,0,1,2,0,1,0,6,0,0,0,0,0,0,0,35,127,2,6,13,0,0,81,0,0,0,0,0,0,0,0,40,135,6,7,12,0,0,81,1,0,0,0,0,0,0,0,28.55,74.42,0.19,4117
"660",181,43697,"台南","Tue","統一7-ELEVEn獅","LAMIGO桃猿",2,1,0,2,7,2,221,36,32,6,1,0,7,15,1,0,0,0,3,0,1,0,8,0,0,0,0,0,0,0,43,40,14,1,1,23,7,1,0,0,1,2,0,0,1,9,0,0,0,0,0,0,0,43,152,6,9,11,0,0,105,1,0,0,0,0,0,0,0,37,156,2,4,7,0,0,102,0,0,0,0,0,0,0,0,26.86,83.42,0.04,2811
"661",182,43698,"台南","Wed","統一7-ELEVEn獅","LAMIGO桃猿",1,0,1,0,2,4,212,34,31,10,2,0,15,8,1,0,1,0,2,0,0,0,6,0,0,0,0,0,0,0,35,27,5,0,0,8,10,0,2,2,0,6,0,0,0,7,0,0,0,0,0,2,0,36,162,2,5,10,0,0,96,0,1,0,0,0,0,0,0,38,150,4,10,6,0,0,93,1,0,0,0,0,0,0,0,27.54,83.12,0.08,2859
"662",140,43699,"台南","Thu","統一7-ELEVEn獅","LAMIGO桃猿",2,2,0,0,7,8,271,46,39,12,3,0,15,4,0,0,0,0,6,0,1,4,8,0,0,0,0,0,0,1,43,41,11,4,0,21,8,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,44,174,7,11,12,0,1,111,1,0,0,0,0,0,0,0,48,178,5,11,14,0,0,105,1,0,0,0,0,0,0,0,29.68,74.17,0,3008
"663",184,43699,"洲際","Thu","中信兄弟","富邦悍將",0,2,1,2,4,6,205,38,30,7,2,0,12,9,0,2,0,1,6,0,1,1,8,0,0,0,0,0,2,0,35,33,10,0,0,10,8,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,39,131,3,6,13,0,0,92,0,0,0,0,0,0,0,0,38,164,5,9,6,0,0,100,2,0,0,0,0,0,0,0,29.15,87.65,0,3840
